id,transaction_hash,from_address,to_address,amount,dex,function_called,block_number,timestamp
9547,0x4c6b41bbc9b69e22c9731a5f8c6d05d6c52e08b129d716ce90d5f6f8ead3556d,0xdFAa8d7e2A37F35f7228E12C019b820Fa991Ad7E,0xc010A798F9eED73395A9C72520298ba33a48a2B7,9000,"Trader Joe","Swap Arena for AVAX",52824516,2024-11-08T20:52:20.000Z
9546,0xc44bdd1db1346d82e75ed289edf90a33e7a514da3cd8e92f9fbbe08f95564fb9,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x143E43D09b5165b953FDE3f187b986Ae257fA9d0,19138.651516231,"Trader Joe","Swap Tokens For ARENA",52824478,2024-11-08T20:51:02.000Z
9545,0xbf4ba03c310727aebce846e35a7a1bdd8e4c6b8215e20c0db78b5e52b7729f22,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,28949.402988847072,"Trader Joe","Swap AVAX For Arena",52824415,2024-11-08T20:48:58.000Z
9544,0x324f0d55ff2c3e6579e79740a69d5d9d634fd5f10a5da1eb6cbdd6bbf5912735,0xA1Bf7bfe9BB4A08448222486E6Aa7c4F026A2129,0x015B96160687614E76BF038d507DFf2e683C2AC4,6764.497184903448,"Trader Joe","Swap Arena for AVAX",52824314,2024-11-08T20:45:32.000Z
9543,0x576bb64cb53799d9a12b4055a16573944026a624f241234d5b1cb013770d8ccf,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x81a1E801BbD5c4Ae713F169982405a96C354FDCD,116.92492758119118,"Trader Joe","Swap AVAX For Arena",52824258,2024-11-08T20:43:41.000Z
9542,0x2bf3b64f38041548a8727361b1b601c0f710d28c5c0b0ccb8f444d435cdd7378,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x1a5b89F26E6dfE90c9900003677440F81cCa34C7,11.942683356254884,"Trader Joe","Swap AVAX For Arena",52824239,2024-11-08T20:43:03.000Z
9541,0xb62e3be612399135407257b666ff2e5eb9fb61aebdc5f75759663bc3ea4c136f,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xF3343500834b6c2e5dD9f644e6D860C2d82C6590,326176.19964423147,"Trader Joe","Swap Tokens For ARENA",52824088,2024-11-08T20:37:53.000Z
9540,0xb58dee650fe6d65f0e0456bd605d59dc9d4d700a8edf9ca71e1ee955a961e79b,0x1a638863DB780663E7a1c2A58c0B226f8EA0c72E,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,147.45452377083475,"Trader Joe","Swap Arena for AVAX",52824080,2024-11-08T20:37:36.000Z
9539,0x670bba0d8ccbb4ead2f3b376d4d07dcb28d683480c8007fd07957fbca43f023a,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,29142.10403520344,"Trader Joe","Swap AVAX For Arena",52823936,2024-11-08T20:32:36.000Z
9538,0x3a56f232d223611e4651392789125292036caafc326f39ba38d17921b79447b4,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc2D187C53974eaa07b7F2eF92Cfae62741fcCd5f,32784.864626155366,"Trader Joe","Swap AVAX For Arena",52823749,2024-11-08T20:26:10.000Z
9537,0xfcdb265887a8ff78c382169a163bcb66357388730810cdaae2d217e525c8008d,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0xc010A798F9eED73395A9C72520298ba33a48a2B7,662.8411483090249,"Trader Joe","Swap Arena for AVAX",52823609,2024-11-08T20:21:14.000Z
9536,0xc326e0c04779911bf96288ce80dd54c7242c3c9e2ae960ae6f3a8251e64e5cf8,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,21856.56998842637,"Trader Joe","Swap AVAX For Arena",52823464,2024-11-08T20:16:18.000Z
9535,0xe2fc7bf72b476e6c3984028dfe4a8a9e2f16265f06416927e5d017b84c5441b4,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,36691.586613913634,"Trader Joe","Swap AVAX For Arena",52823285,2024-11-08T20:10:17.000Z
9534,0x0327f2433b68241edf8c40346e2a184be477e94509bd4e1edbf4a135d6078fb0,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,7351.680119374102,"Trader Joe","Swap AVAX For Arena",52823283,2024-11-08T20:10:13.000Z
9533,0x994fbb5791c62c4ce92bffd27f859969b1b85dd9c319b74cfe1e4dae587ca823,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,36427.402347025876,"Trader Joe","Swap AVAX For Arena",52823272,2024-11-08T20:09:51.000Z
9532,0x348a616d5bfa3f3bfea36bc74bca70476720b4fda26206073072e6c0d99dd3fc,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,7285.4804694051745,"Trader Joe","Swap AVAX For Arena",52823230,2024-11-08T20:08:22.000Z
9531,0x1d0584a3d12fa5b122f6e90bb13d91e61191295a85aac75df65fe49a80703c43,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,36519.766364576455,"Trader Joe","Swap AVAX For Arena",52823180,2024-11-08T20:06:36.000Z
9530,0x1dcc973a76c72ea89dd7eea5687a7637b8923f9359f4341b025d6147e45ac13b,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,7285.343317180273,"Trader Joe","Swap AVAX For Arena",52823101,2024-11-08T20:03:55.000Z
9529,0x38c44bdd15c1d17f25b43aca10e224c2b3461f96b46c2ea52671b05ed18c72ef,0x42D6B2D526e62f38574bA66B66D59A17fccc321e,0xc010A798F9eED73395A9C72520298ba33a48a2B7,4000,"Trader Joe","Swap Arena for AVAX",52823087,2024-11-08T20:03:27.000Z
9528,0xa80ef11cd52dd6b3e7ab327189fcb469718e826ede36dac355439e9669fc5273,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x3185aDB762f99950753C33Ce79FF25d146Bd770a,5491.465363310657,"Trader Joe","Swap AVAX For Arena",52823034,2024-11-08T20:01:36.000Z
9527,0xe0434abdc7734c864d0a54816c050392c9c4bd4b323ae48f8e8e086d3e1c2de0,0x9AAD97C5CeDf2c418F4926874ccFe90FaD373C4A,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,746.3101720668549,"Trader Joe","Swap AVAX For Arena",52822932,2024-11-08T19:58:13.000Z
9526,0xef4af8dda390b756e85052e9e75793e52aa28bf3ab69b783b249cf9126a283c4,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5064.741302680496,"Trader Joe","Swap Tokens For Tokens",52822871,2024-11-08T19:56:07.000Z
9525,0xaa3135a3cd38d2ce6fadaf8032e3ab5952badbae69eac40c2ba178515d1289e0,0x57b5f995C2C81c8a5870cFfce75253Cd7c1D8515,0xc010A798F9eED73395A9C72520298ba33a48a2B7,2500,"Trader Joe","Swap ARENA For Tokens",52822772,2024-11-08T19:52:49.000Z
9524,0x3b4b8812371c9935914c3bb4f5b6aed6a311ce317ad83c12aa6ae3f42b6de371,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xcd058822B0d2EB9A133737a874604D59c0C27158,25626.8383621164,"Trader Joe","Swap AVAX For Arena",52822671,2024-11-08T19:49:23.000Z
9523,0xc12eead9e855eb0500204359259914fe4853016c6ca3d4acf57424483ec8ab26,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc010A798F9eED73395A9C72520298ba33a48a2B7,468.3081977764206,"Trader Joe","Swap Tokens For Tokens",52822277,2024-11-08T19:36:04.000Z
9522,0xbbd5c25082b31513332170ee0967966c91181279a52316bb995a45a925f77392,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,7321.953817747542,"Trader Joe","Swap AVAX For Arena",52822221,2024-11-08T19:34:06.000Z
9521,0x3295001f3304d33a23e73c0b0cfee6f4f923fd76f27084111f15c9e6b5356a0f,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc010A798F9eED73395A9C72520298ba33a48a2B7,644.0802094761044,"Trader Joe","Swap Arena for AVAX",52822002,2024-11-08T19:26:37.000Z
9520,0xead9f35f13f6611d670be15f9bf65287dd84ba5822a49b7e75a9b9353055c322,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x08CA6f5A6F4fd7AB4BD6BB754441e90aF3d12eFf,18.0601898129578,"Trader Joe","Swap AVAX For Arena",52821264,2024-11-08T19:01:35.000Z
9519,0xe64b586102cff7105c1072ba82557e55e82a64da9dbc8d38eec4f04a41705d92,0x9c0829E41d3573e9fF2299a56c8800256EC04dc8,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,23866.296870971757,"Trader Joe","Swap ARENA For Tokens",52820838,2024-11-08T18:47:38.000Z
9518,0x1475a7f4ecfbbe227270b07508c5160499cac7d33238b7b5974ea1f1f2ead983,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,21050.61349778234,"Trader Joe","Swap AVAX For Arena",52820569,2024-11-08T18:38:23.000Z
9517,0x97f77bb489262573ad077780d019933c3262991787906ef6aeb4ef5aca437a64,0x822C2b6f471CC7e037fC3E559E56101d866dc4f4,0x18556DA13313f3532c54711497A8FedAC273220E,963.2477202978255,"Trader Joe","Remove Liquidity",52820472,2024-11-08T18:35:03.000Z
9516,0x631d2187c0bdd9d2059625d1386e9eb81b358e417526c3864b7bdf9fee862157,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xE6d473Bd7dAdC54722AeCF8d1F44EAC54F2E4948,509.90356917843224,"Trader Joe","Swap Tokens For ARENA",52820436,2024-11-08T18:33:49.000Z
9515,0x625d2c47382a630c7b2e36b730b85afc987d3e71af2b815594688209e62b33e9,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,1734.4604789966777,"Trader Joe","Remove Liquidity",52820417,2024-11-08T18:33:11.000Z
9514,0xd65199fa73d29ee5fa2b0407f4b068e99dc5abbc357cbd8909f76ac167eddaf1,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0xc010A798F9eED73395A9C72520298ba33a48a2B7,284.81036207564597,"Trader Joe","Swap Arena for AVAX",52820385,2024-11-08T18:32:04.000Z
9513,0x20d1624246c92f78c631a572bbd8996240f24acbf90acb095ca112f132171983,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xbd94847343f344823fa59B74998F977ad670Cf0E,8.940589522299742,"Trader Joe","Swap Arena for AVAX",52820352,2024-11-08T18:30:56.000Z
9512,0xc3c6342ece28032748645082655c58963f25a0770b25390f0bc374546249a700,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,4393.1598415627095,"Trader Joe","Swap AVAX For Arena",52820310,2024-11-08T18:29:33.000Z
9511,0x1b02d9884ae7ef56cf5a0678433af5818a70f059604e72bdf12f3b74b21c261c,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0xc010A798F9eED73395A9C72520298ba33a48a2B7,700.8169753270902,"Trader Joe","Swap Arena for AVAX",52820205,2024-11-08T18:25:58.000Z
9510,0x236b0a6be89cb0115fc2e998c4fec3a423b9daababb44e9efce97c1966a829c3,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,14717.083383388906,"Trader Joe","Swap AVAX For Arena",52820091,2024-11-08T18:22:01.000Z
9509,0xc0f6cd619a1670a3375efaa954e634cb390f8d94217b872047852197f6dfbecf,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,36792.3799041492,"Trader Joe","Swap AVAX For Arena",52819970,2024-11-08T18:17:57.000Z
9508,0xf1a6f3ca4e220c0ef605fa07caaff9ff4f7063e6a152b01afad1f9ddc2ea1f2d,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xa144decc246527039E7206b4fa852C82b2c9c88B,5040.3759816698,"Trader Joe","Swap Tokens For ARENA",52819879,2024-11-08T18:14:55.000Z
9507,0x5c4e9abe0eb9fa8a4eef0f00246797c88b9f568986e9876730b4674ff2b1e628,0x9AAD97C5CeDf2c418F4926874ccFe90FaD373C4A,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,929.4803569458533,"Trader Joe","Swap AVAX For Arena",52819811,2024-11-08T18:12:38.000Z
9506,0x3f4ee6fb454e7791d9b16901267dfad947e01e38c3fd153c3a5d829256f0bd48,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x1Edf4A63Ed081aa473E6c764E59931C37d70d10d,36797.09310867215,"Trader Joe","Swap AVAX For Arena",52819678,2024-11-08T18:08:04.000Z
9505,0x90c8897e219d6870c5480eb657556e7ddd1edee160ada9307fdb6b4eac110a75,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x7Ecd55525F37cA3F311302226cBD665554DFebbE,73938.94419343544,"Trader Joe","Swap AVAX For Arena",52819543,2024-11-08T18:03:30.000Z
9504,0xb466b29ad2cbca45807b3a37bdbeccec35bb89717803ac4f6bd4e7ceea10d805,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc4891831DF9637609e2881FD9f8937Aa1a795Ae0,55460.885030768935,"Trader Joe","Swap AVAX For Arena",52819528,2024-11-08T18:02:56.000Z
9503,0xe9dbf118955ea3f1cee1b53768d38d11e6e36c0526646e4157cbc14d4018b9f5,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,64705.43680674233,"Trader Joe","Remove Liquidity",52819506,2024-11-08T18:02:09.000Z
9502,0x54f8802989d428f5b3bf5859478a27c10d4eda7ebc4368fdcce6b2a1c31952a4,0x751137a91bFBfc787d68B8b28ACbf845CfDE09cC,0x015B96160687614E76BF038d507DFf2e683C2AC4,10884.625693311767,"Trader Joe","Swap Arena for AVAX",52819426,2024-11-08T17:59:27.000Z
9501,0xf8676067e88fa569aa25d68265a1ca26a682a02008b8957bc0d6a153fc4a4c2e,0xd8Fe7437B5789D4870D6ee8831764841390d604b,0x015B96160687614E76BF038d507DFf2e683C2AC4,2090.012544666815,"Trader Joe","Swap Arena for AVAX",52819426,2024-11-08T17:59:27.000Z
9500,0x77a798243eabf7f626d1b6d20956696aac014cb4f6c371106325a68862a19458,0xae75107d5b956a1d4CE4C50e0De95537Dc986E98,0x015B96160687614E76BF038d507DFf2e683C2AC4,40019.96855750927,"Trader Joe","Swap Arena for AVAX",52819418,2024-11-08T17:59:12.000Z
9499,0xaa204a6b269dfa8fa5c61dc706aa2990915f4a5e019475462b3739c23e71ef74,0xD1A5C9A345eaCB7D266ccaEec637249bcE00E368,0xc010A798F9eED73395A9C72520298ba33a48a2B7,250000,"Trader Joe","Swap Arena for AVAX",52819392,2024-11-08T17:58:20.000Z
9498,0x3fcade88bec90e37f8a6c7fda53f1aec0f7b4e26321660b2f48798f565eac0a7,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xacedD0a9945CA2C2b56cad648dE82708108dFA6f,74319.07823769735,"Trader Joe","Swap AVAX For Arena",52819388,2024-11-08T17:58:09.000Z
9497,0x8682ac3bbc8cacdcd20e485a7816120abbaaf771223ae1d6d0db3144d9a14161,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52819356,2024-11-08T17:57:05.000Z
9496,0x48b74870517982daace9c9fbd6b6af511d60d771869191ef9baaf70b6058470c,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc4891831DF9637609e2881FD9f8937Aa1a795Ae0,55972.4391960579,"Trader Joe","Swap AVAX For Arena",52819332,2024-11-08T17:56:17.000Z
9495,0xedc48e0fcf98542ffa1d5ecad25fd5f93ead9965826aac47d14cdedf8a78cce3,0x13b3b2b4e06B025ba702fE7629b7d6F08CFf827d,0x7aDeEadb81B1E1526c739A84C4a435c377deE4c8,325.31489179280425,"Trader Joe","Swap Tokens For Tokens",52819183,2024-11-08T17:51:13.000Z
9494,0xbe560f0e4eb2eea7ca96c203bce542f70e473435820cb62eb8af30feb1dbaf84,0xe91E641623e580D9445b6d9E56911Edc6b429314,0xc010A798F9eED73395A9C72520298ba33a48a2B7,3208,"Trader Joe","Swap ARENA For Tokens",52818892,2024-11-08T17:41:28.000Z
9493,0x2a6866e4477c806d280a15b1064c43dde3866b0e946020946eca28f7e58dc833,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0x4296BA14ba38B4Ed73Ef9Bf07E1cf926f97eF797,38.5542483419018,"Trader Joe","Swap AVAX For Arena",52818822,2024-11-08T17:39:05.000Z
9492,0x84ebdbd55a0361258f9255214c3227a4c866c54eb60480d07c401d1166db6597,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xFe7bD31847141507D154F17EF747d5eca65A6b9E,6706.023301655194,"Trader Joe","Swap Tokens For ARENA",52818819,2024-11-08T17:38:59.000Z
9491,0xc3a4e7cc7b89ee4cabc788478e5333138358b5895990a614eb3a767577e0bc02,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52818799,2024-11-08T17:38:18.000Z
9490,0xf1208799772dfd5d4ad11fd29ed61f997db448ea2d3b943199e4f4787197c54f,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xDFab6EfD824760BF95d6643a7135E44695145afF,37460.340420196306,"Trader Joe","Swap AVAX For Arena",52818766,2024-11-08T17:37:13.000Z
9489,0x9ec5a4909e212f261d14b98caac1881c41f7825e703bd2c272c273166d204c50,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xaC3d21f560B9029FDcB4F198228879b9eE67c0D5,27824.524191172066,"Trader Joe","Swap Tokens For ARENA",52818759,2024-11-08T17:36:57.000Z
9488,0x973958369c006a95c433d7fcfbca0d536682c69eb8d4c73dfa9e57d8fe93d1f2,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x751137a91bFBfc787d68B8b28ACbf845CfDE09cC,10884.625693311767,"Trader Joe","Swap AVAX For Arena",52818751,2024-11-08T17:36:41.000Z
9487,0xa37c20bd076df9fe60b64b8212fbfcdc1fabaef4645632988d6e308ef17e5c13,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x2A988aF0Cf14A6E85BC0876912E5713011FB03B3,75066.38409180529,"Trader Joe","Swap AVAX For Arena",52818703,2024-11-08T17:35:05.000Z
9486,0x8e604da94e176efac1538cad29708f0e42efe3b910e7b329be347e1351a54f7b,0x822C2b6f471CC7e037fC3E559E56101d866dc4f4,0x18556DA13313f3532c54711497A8FedAC273220E,2160820.0376626193,"Trader Joe","Remove Liquidity",52818702,2024-11-08T17:35:01.000Z
9485,0xdbb053c5965e71e8016e9669458ec817dca9d9187756b8061da75bda9b313b68,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x2A988aF0Cf14A6E85BC0876912E5713011FB03B3,75066.38409180529,"Trader Joe","Swap AVAX For Arena",52818649,2024-11-08T17:33:14.000Z
9484,0xd1c45d8e09e363a457e268b4225fb6905b87a1f2078b5946c493733ee03c543b,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x6dBB8109B561F87DB656C918C86b51Da0661956D,139425.53394536406,"Trader Joe","Swap AVAX For Arena",52818541,2024-11-08T17:29:38.000Z
9483,0x0287d6c36b37f97290253c30ea9f54eef335ffe918882f95c3b98e1d25a8afa4,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xA93ca201c9a3C74fBe2F2D9BF1CFd23F2AFA0e95,69784.49516346131,"Trader Joe","Swap AVAX For Arena",52818489,2024-11-08T17:27:54.000Z
9482,0xb6702efd2aa1cd3e396ace254fd7b607eed577ac068414b0e6d5ebc092f8953a,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc4bfda35a5057B6979Cc787425FC05b108ECd370,189175.48985280766,"Trader Joe","Swap AVAX For Arena",52818465,2024-11-08T17:27:03.000Z
9481,0xe9eac596db42385be87c2c73ded4a10cc66f6098f525825fe8baf60edd79db74,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x23C17b2FE71220DAa0a248B51dc0e66a3952193c,26669.96152906105,"Trader Joe","Swap AVAX For Arena",52818375,2024-11-08T17:23:58.000Z
9480,0xee7de99198a00ecda85c5d579f06abf76130889562f4352af2bde0ee248a92fe,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,38099.64646466382,"Trader Joe","Swap AVAX For Arena",52818239,2024-11-08T17:19:23.000Z
9479,0x9043c41c91ec421bc0a9354a0118948b434f05a0ad7350aaf68b756f6c9ecb08,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,76497.77997051776,"Trader Joe","Swap AVAX For Arena",52818166,2024-11-08T17:16:53.000Z
9478,0x02ee922901375d4e23b98c52ab5d6bec2873e63919dfd72a4e89c3ccdf7f5fec,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,80421,"Trader Joe","Add Liquidity",52818132,2024-11-08T17:15:41.000Z
9477,0x8731963edf748a6559a04f482f1223c2606f9bb8efd0b2fbd75716c03148754f,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,80421.28524730701,"Trader Joe","Remove Liquidity",52818121,2024-11-08T17:15:16.000Z
9476,0x48bc86e5b77f33eb360e963ff627788ce3acf9e67499d569df2ef9c59ae281ad,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,35668,"Trader Joe","Add Liquidity",52818108,2024-11-08T17:14:50.000Z
9475,0xd7294c52a153f4980c2f4a48d888867bd9571670ff9da17b22a21986673d17ba,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,60000,"Trader Joe","Add Liquidity",52818097,2024-11-08T17:14:27.000Z
9474,0xc141186666bf250ca5753271da9e54c55ff039b1f88b66c3cfdc9db092b7a008,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,95667.33753883783,"Trader Joe","Remove Liquidity",52818055,2024-11-08T17:13:01.000Z
9473,0xe72a5c0a94d1557c8ebe92551eb94aa934c4766aad52b409043108d8093ecf29,0x62070bC3B40Caeff813590A649ba0F2236246988,0x015B96160687614E76BF038d507DFf2e683C2AC4,10000,"Trader Joe","Swap Arena for AVAX",52817941,2024-11-08T17:09:06.000Z
9472,0x0bcb3dbd71c2c1fdd7d2de34d3309cc6632e9658a8c2e4f497c5affab2dea5eb,0x4d74d7d8C6f2C86C7EfbfA8fF2A10212b766a8a7,0x015B96160687614E76BF038d507DFf2e683C2AC4,6000,"Trader Joe","Add Liquidity",52817910,2024-11-08T17:08:05.000Z
9471,0x3aa434a70c111eb53c458c98b98a6e999ce3e58045242426211c3e101d1f6a2e,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,13487.44867238473,"Trader Joe","Remove Liquidity",52817874,2024-11-08T17:06:53.000Z
9470,0x85b14f8fb8382a7d106c166b73c1f47c09c59e1d366308759057a9a0fe9e9d64,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xDFab6EfD824760BF95d6643a7135E44695145afF,76202.5170384822,"Trader Joe","Swap AVAX For Arena",52817838,2024-11-08T17:05:38.000Z
9469,0x7cd371918c52bb9d724805cf252b6fd73f3890f66c2c71ed3338373a979c31a7,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52817830,2024-11-08T17:05:23.000Z
9468,0xc06b5dea4d30fbdec64a901d729da7abfd664233a82f204a79f8f3acca895eae,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xDFab6EfD824760BF95d6643a7135E44695145afF,76676.11075882557,"Trader Joe","Swap AVAX For Arena",52817779,2024-11-08T17:03:37.000Z
9467,0x109dca0d83c2d8370df06fa9305420f74786fa7475cf3946efd2ec2682df4d16,0xD1A5C9A345eaCB7D266ccaEec637249bcE00E368,0xc010A798F9eED73395A9C72520298ba33a48a2B7,279851.92707751563,"Trader Joe","Swap Arena for AVAX",52817756,2024-11-08T17:02:48.000Z
9466,0x7e3b2bd2759e9e86b6b0b0b472d138300bc02e3c16d84e8894376841a2071e0a,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xB99a254DB1D9afe7ae4d21ac3ED85b7c6BF0c416,189979.84888767326,"Trader Joe","Swap AVAX For Arena",52817494,2024-11-08T16:53:48.000Z
9465,0xc0b6c15fa731e3ce702493822a45a154e9091e29598e98c653f1566d072e2b12,0x3D7a981F090476c0499a5F2A0dE2e41826fA760D,0x015B96160687614E76BF038d507DFf2e683C2AC4,238966.1466286813,"Trader Joe","Swap Arena for AVAX",52817471,2024-11-08T16:52:59.000Z
9464,0xc3255f3649ad97948d3474d7427eb457633f532bcc912468856b10f9bdeab88a,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xDFab6EfD824760BF95d6643a7135E44695145afF,75793.46771321562,"Trader Joe","Swap AVAX For Arena",52817390,2024-11-08T16:50:13.000Z
9463,0x7b75e12f744c5d13962c9518eed572b92847f5bbf71a9e1aebcab3399d9f2d1d,0xccd872bA3c48F30A50f8FC28447A8E64081B3501,0xc010A798F9eED73395A9C72520298ba33a48a2B7,100000,"Trader Joe","Swap Arena for AVAX",52817372,2024-11-08T16:49:37.000Z
9462,0x12d8041256af61226130ca3005a4330c18e5e27e68ad4340c1d2e204680ed1d1,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52817355,2024-11-08T16:49:04.000Z
9461,0xefa0d8d2f75a5265ab0a3d306c397eab1a843e5eaecae054ae82846c4c02e578,0xDFab6EfD824760BF95d6643a7135E44695145afF,0x015B96160687614E76BF038d507DFf2e683C2AC4,139389.3581495678,"Trader Joe","Swap Arena for AVAX",52817289,2024-11-08T16:46:47.000Z
9460,0xad85fd875ccd4658b9963cc91d08fcd1a62b111b88450da334d5972be58abfbb,0xDFab6EfD824760BF95d6643a7135E44695145afF,0x015B96160687614E76BF038d507DFf2e683C2AC4,87770.47184638328,"Trader Joe","Swap Arena for AVAX",52817205,2024-11-08T16:43:55.000Z
9459,0x19fb9fe5d8d9e9c8b34df6c757f85b2c7d0840a476476decd3b4d28e8998a320,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52816968,2024-11-08T16:36:04.000Z
9458,0x8f681a5bd16aee32c0c4cc345f65a00a5b173289bb7cc9d794d5e7c5e12a5c1a,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,94466,"Trader Joe","Add Liquidity",52816945,2024-11-08T16:35:12.000Z
